codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;cantidad_total_6;cantidad_parcial_6;cantidad_pendiente_6;cantidad_total_7;cantidad_parcial_7;cantidad_pendiente_7;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP23611;AP23611;AP23611;;;2580;;;2200;;;2990;;;3479;;;3230;150;;1465;120;;;;;15944;270;0;16214;{'1': [3712, 644, 11909, 520, 11784, 138, 266, 4747, 7818, 12175, 3216, 8722, 5779, 10772, 7573, 6552, 8857, 3611, 5404, 7451, 9244, 1568, 2080, 12194, 13986, 7717, 9381, 10794, 8108, 7350, 14007, 3128, 4024, 10046, 9407, 8128, 12100, 2117, 3909, 2377, 10187, 2381, 13518, 4816, 2385, 10193, 2389, 6871, 10968, 2393, 12888, 8027, 7900, 14554, 990, 14561, 5986, 12132, 12260, 13414, 13162, 9579, 6510, 12412, 14323, 2420, 12150, 1915, 6012], '2': [3840, 14081, 6148, 4488, 10, 7818, 12554, 13562, 2069, 6166, 12437, 10392, 665, 2841, 14616, 5021, 2335, 9119, 14752, 14508, 932, 1444, 8613, 2604, 557, 6318, 1071, 5295, 1073, 9010, 1075, 12849, 1589, 9653, 55, 10934, 12474, 13114, 7103, 3776, 9408, 12097, 7238, 3399, 2250, 5838, 5333, 1882, 2011, 3548, 3802, 10337, 5735, 6504, 4457, 1258, 12907, 3308, 12913, 247, 8441, 3834, 2173], '3': [3075, 13316, 5643, 10765, 20, 7701, 9247, 1569, 4140, 2093, 9266, 57, 12357, 12358, 12875, 14925, 2638, 5711, 11343, 4180, 4695, 11866, 10849, 13411, 2153, 8301, 8815, 14970, 14973, 6274, 652, 664, 8857, 12952, 13464, 684, 2224, 7856, 5302, 3767, 13499, 9406, 11990, 8928, 225, 2283, 1264, 11507, 3829, 8956, 5892, 5396, 7451, 5920, 2849, 4901, 5936, 13631, 9536, 4423, 14152, 9040, 8536, 7029, 3457, 11143, 3469, 12687, 4511, 6050, 7606, 2503, 9674, 11215, 7636, 11733, 14292, 1499, 14304, 5626, 13819], '4': [13312, 6672, 1043, 10773, 2073, 11803, 4641, 4642, 3107, 13345, 12328, 3114, 7214, 11326, 13380, 10310, 4691, 8290, 3687, 10344, 13929, 10861, 10350, 13935, 10868, 9333, 11386, 4246, 6812, 6824, 6332, 11454, 9407, 1216, 14019, 5830, 10963, 4820, 6357, 7386, 9436, 10978, 4326, 7405, 10481, 2304, 8449, 9486, 4879, 14607, 12053, 8471, 6937, 1307, 6942, 8482, 6947, 11053, 9518, 7472, 11574, 10559, 14662, 6983, 6473, 1354, 14665, 2392, 3419, 14683, 4456, 11624, 366, 10095, 10609, 2931, 5493, 6521, 13689, 5509, 13701, 1932, 14235, 4509, 5027, 4524, 5559, 4548, 1996, 976, 4052, 2013, 7654, 6634, 10222, 2044], '5': [5125, 13839, 529, 3090, 8211, 2079, 553, 2607, 9782, 6711, 2618, 8762, 13372, 5192, 4684, 9808, 13393, 2646, 12380, 13916, 6244, 2160, 14465, 7812, 9869, 9362, 8852, 7329, 4263, 3249, 4805, 4810, 3791, 722, 745, 4335, 4339, 6910, 1796, 5895, 3337, 4369, 14099, 1301, 11542, 289, 5922, 2858, 6453, 4407, 3386, 10555, 1345, 2374, 350, 4959, 1387, 7026, 3448, 9597, 901, 3974, 10118, 1931, 13709, 10133, 6046, 424, 12719, 1973, 14782, 3008, 10689, 8132, 7111, 7623, 14799, 1504, 13794, 5103, 7667, 7675], '6': [128, 1408, 5376, 2947, 7297, 11395, 135, 4236, 2833, 3477, 7446, 5025, 5538, 6435, 3239, 2858, 4398, 6447, 1840, 4916, 1461, 9142, 1591, 4154, 3132, 7870, 4162, 8650, 2636, 11982, 3280, 5200, 4309, 3030, 4952, 4188, 5731, 5478, 2535, 5479, 1643, 1516, 2924, 5357, 2673, 3188, 4853], '7': []}
AP23613;AP23613;AP23613;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23614;AP23614;AP23614;;;90;;;180;;;;;;239;;;;60;;360;150;;;150;;869;360;0;1229;{'1': [9977], '2': [2960, 2956], '3': [], '4': [92, 5463], '5': [11692], '6': [10365, 7253, 5029, 12879], '7': [12255, 3709, 1366, 551]}
AP23620;AP23620;AP23620;;;2;;;2;;;7;;;2;;;2;;;1;6;;;;;16;6;0;22;{'1': [1450, 12642], '2': [13610, 14093], '3': [7969, 14722, 5098, 13644, 3389], '4': [10720, 434], '5': [8985, 1882], '6': [616, 3626, 10028, 11642], '7': []}
AP23621;AP23621;AP23621;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23622;AP23622;AP23622;;;;;;;;;;;;;;;2;;;;;;;;;2;0;0;2;{'1': [], '2': [], '3': [], '4': [], '5': [12480], '6': [], '7': []}
AP23623;AP23623;AP23623;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23624;AP23624;AP23624;;;64;;;166;;;90;;;258;;;130;;;43;;;;;;751;0;0;751;{'1': [6242, 10232, 1028, 357, 40, 10538, 14352, 2645, 2358, 1975, 3544], '2': [3593, 5513, 4366, 9490, 6550, 9115, 7965, 8094, 5534, 8107, 3505, 7986, 7477, 4284, 8766, 9158, 1097, 2509, 8534, 7281, 12530, 1907, 8439, 1912, 7422, 5503], '3': [11328, 13409, 9122, 9252, 11782, 9512, 2508, 655, 2676, 10550, 10298, 5085], '4': [11655, 12808, 11530, 14611, 1685, 13589, 11288, 3609, 2977, 291, 3111, 2473, 13609, 14765, 303, 13616, 12337, 6963, 13628, 3389, 13638, 1735, 8008, 1869, 1361, 13650, 14033, 212, 13652, 2647, 14679, 3295, 2406, 2662, 11647, 13033, 7403, 5231, 14575, 3826, 2677, 2687], '5': [9088, 8194, 133, 1163, 7950, 4495, 145, 2709, 5790, 8481, 12321, 7597, 8116, 13237, 9910, 12854, 13009, 9426, 9940, 14813, 4448, 7674, 10491], '6': [4834, 5351, 1353, 2473, 5132, 7213, 2449, 4818, 5075, 5751], '7': [12931, 2028, 4356]}
AP23626;AP23626;AP23626;;;;;;;;;20;;;;;;120;;;922;;;;;;1062;0;0;1062;{'1': [], '2': [], '3': [14798], '4': [], '5': [14276, 12811, 13550, 14862, 11806], '6': [2946, 10246, 7687, 9226, 7054, 9746, 7187, 532, 8980, 8215, 10395, 8092, 9377, 6178, 8099, 6564, 9762, 10025, 8234, 6060, 6700, 689, 6068, 9145, 7621, 9669, 9039, 7890, 8147, 8919, 6232, 9688, 9690, 9946, 9692, 10077, 10199, 10090, 8683, 4205, 7918, 7793, 10995, 10229, 6903, 9210], '7': [4887]}
AP23627;AP23627;AP23627;;;330;;;240;;;150;;;;;;120;30;;150;150;;;;;990;180;0;1170;{'1': [14826, 4259], '2': [9728, 11660, 10814], '3': [9781, 4147, 9077], '4': [], '5': [9404, 7013, 10367], '6': [6721, 12162, 13316, 13319, 13228, 7981, 8433, 13108, 10137, 11579, 10495], '7': [9025, 5252, 4391, 5514, 10187, 398, 6478, 10928, 2001, 12271, 13039, 10713, 13023]}
AP23632;AP23632;AP23632;;;;;;;;;;;;30;;;90;;;2;;;;;;122;0;0;122;{'1': [], '2': [], '3': [], '4': [3914], '5': [12938], '6': [11829, 8798], '7': []}
AP23636;AP23636;AP23636;;;275;;;359;;;267;;;75;;;87;;;248;20;;;;;1311;20;0;1331;{'1': [4227, 4231, 2509, 1518, 4207, 4211, 14387, 4215, 4219, 12893, 4223], '2': [2081, 8898, 11265, 13921, 9318, 13900, 1357, 4237, 7885, 11760, 2577, 13105, 6611, 11763, 1365, 3803, 9085], '3': [9504, 13410, 8419, 7812, 13370, 2794, 10474, 6988, 8493, 2835, 9462, 7994, 10268], '4': [9953, 1004, 209, 89, 4573, 9887], '5': [14729, 9198, 1871, 14863, 8849, 13233], '6': [2433, 3209, 4364, 1294, 3218, 11668, 14868, 12182, 13864, 12857, 3773, 12228, 3142, 2638, 2007, 12507, 2909, 2403, 13285, 10986, 3954, 6135, 6137, 4347], '7': [8454, 4365, 2831, 4505, 2970, 7323, 1698, 3242, 6211, 4553, 13001, 1867, 465, 2770, 1237, 9430, 4056, 9308, 3297, 482, 9313, 9194, 4976, 11249, 2546, 12272, 3318, 7031, 6650, 6269]}
AP23648;AP23648;AP23648;;;1303;;;1070;;;1620;;;570;;;630;90;;390;120;;;;;5583;210;0;5793;{'1': [2180, 141, 1552, 8467, 1556, 13843, 12825, 13339, 10526, 14238, 1315, 936, 8234, 9133, 13360, 12081, 11193, 12482, 3154, 1619, 11998, 10857, 11497, 3564, 14063, 1905, 10226, 3957, 3190, 3063, 11902], '2': [6278, 7, 7686, 1678, 2575, 6418, 8338, 6809, 7069, 8734, 2468, 7857, 6835, 11446, 9676, 2125, 11096, 11742, 8803, 14056, 4080], '3': [8065, 4739, 7940, 10375, 8584, 13193, 3470, 9872, 3862, 3996, 12958, 12575, 12449, 13089, 6564, 10533, 8243, 5044, 4023, 13367, 13751, 6466, 1994, 1103, 13649, 4820, 7508, 14168, 9185, 13036, 3312, 13941, 8572, 7294], '4': [3106, 7268, 805, 5990, 3463, 14187, 9965, 3570, 14771, 7444, 5112, 11065, 9530], '5': [8640, 8199, 11751, 14285, 5262, 9071, 12944, 13038, 4953, 8699, 2526], '6': [4864, 11041, 11424, 4742, 5611, 4844, 8268, 1615, 5168, 3381, 4886, 6455, 2399], '7': []}
AP23651;AP23651;AP23651;;;1680;;;1225;;;1681;;;1409;;;1425;60;;720;225;;;;;8140;285;0;8425;{'1': [1792, 262, 3079, 3213, 9869, 8720, 10520, 8475, 2845, 3107, 3493, 11173, 3496, 1586, 950, 11833, 12354, 14274, 12231, 6089, 6094, 6099, 12118, 6104, 6109, 6114, 8418, 6119, 11883, 6124, 9583], '2': [9337, 7939, 12932, 7319, 4252, 7326, 4522, 6320, 50, 6841, 4669, 7232, 4036, 3781, 454, 6468, 8006, 8008, 9160, 462, 5718, 13015, 5977, 4320, 10848, 1637, 6759, 4584, 3833, 6266], '3': [13698, 1411, 13059, 12549, 7047, 2824, 1547, 7439, 13586, 8598, 10008, 7065, 7067, 12708, 1830, 11558, 808, 9258, 13739, 9392, 3379, 10804, 6840, 12610, 10184, 14546, 12371, 6868, 12372, 10199, 7384, 4187, 4575, 2786, 7266, 1254, 3046, 9839, 2160, 13045, 10231, 12922, 10366], '4': [12677, 4998, 2055, 2313, 13196, 10125, 526, 12686, 13332, 13335, 11161, 2459, 7586, 10025, 12973, 5169, 13371, 1596, 13375, 11586, 9680, 12763, 10971, 14949, 12399, 13170, 13173, 12029], '5': [10241, 14338, 6404, 8972, 10254, 3599, 14742, 13466, 5283, 10925, 1721, 6330, 9147, 9020, 61, 10692, 12872, 13773, 8530, 9174, 6105, 10207, 2276, 5868, 6647, 10489], '6': [12547, 2960, 3859, 4374, 8988, 7324, 6306, 6819, 5554, 12088, 1465, 4799, 1112, 3419, 219, 863, 7014, 8687, 8697, 3710], '7': [12398]}
AP23652;AP23652;AP23652;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23653;AP23653;AP23653;;;720;;;360;;;570;;;285;;;120;30;;150;;;;;;2205;30;0;2235;{'1': [14337, 2946, 8476, 3357, 2217, 14637, 308, 1602, 13379, 1606, 1610, 1493, 2139, 5738, 2288, 2290, 2292, 2294, 11387], '2': [1831, 3243, 8526, 1711, 8756, 12536, 6173, 9502], '3': [13888, 8993, 674, 8995, 8356, 10692, 7435, 10027, 6834, 7990, 10070, 924], '4': [7713, 7970, 9698, 11174, 12183, 8253], '5': [2001, 12507, 14284], '6': [1928, 4770, 4859, 12888], '7': []}
AP23656;AP23656;AP23656;;;84;;;84;;;168;;;;;;56;;;;;;;;;392;0;0;392;{'1': [813, 13838], '2': [4523, 1670], '3': [6225, 7433, 8278], '4': [], '5': [11836], '6': [], '7': [11449, 11653]}
AP23657;AP23657;AP23657;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23659;AP23659;AP23659;;;;;;84;;;448;;;;;;196;;;56;208;;;;;784;208;0;992;{'1': [], '2': [5545, 5012], '3': [6975], '4': [], '5': [3035], '6': [1252, 2183, 10472, 12460, 12621, 12245, 14295, 7293, 12254], '7': [7896, 12319]}
AP23660;AP23660;AP23660;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23661;AP23661;AP23661;;;56;;;84;;;31;;;84;;;84;;;84;112;;;;;423;112;0;535;{'1': [204], '2': [242], '3': [13794, 7454], '4': [10343], '5': [946, 3079], '6': [1918, 1390], '7': [7396, 1195, 1136, 6037, 9465, 7004]}
AP23662;AP23662;AP23662;;;;;;532;;;336;;;400;;;168;;;;;;;56;;1436;56;0;1492;{'1': [], '2': [12454, 13544, 5386, 8375, 8669], '3': [10140, 6180, 14838, 8415], '4': [13480, 12369, 330, 13815], '5': [10211, 10198], '6': [12824, 14794, 14086], '7': [1856, 2569, 13035, 2958, 8271, 12561, 2359, 12093, 8222, 4543]}
AP23670;AP23670;AP23670;;;3;;;7;;;1;;;9;;;66;17;;;30;;;;;86;47;0;133;{'1': [14993, 6758], '2': [577, 12899, 3237, 11734], '3': [9800], '4': [4264, 9826, 7733, 4784], '5': [12202, 1618, 6455, 12604, 1245, 3198], '6': [9449], '7': []}
AP23671;AP23671;AP23671;;;3;;;;;;2;;;2;;;12;1;;7;11;;;;;26;12;0;38;{'1': [7599], '2': [], '3': [9337, 4819], '4': [45], '5': [14012, 13960, 14234, 10574, 12695, 12698, 12188, 11230, 14143], '6': [1026, 4646, 6892, 1837, 4622, 6733, 4913, 2836, 7517], '7': [5476, 6567, 11596, 9809, 11923]}
AP23674;AP23674;AP23674;;;40;;;125;;;264;;;300;;;60;;;136;;;30;;;955;0;0;955;{'1': [1191], '2': [3712, 12556, 12222, 6848], '3': [9713, 10194, 8661, 2459, 1340, 13822], '4': [8475, 2658, 4139, 10886], '5': [6221, 6654], '6': [816, 162, 4613, 8637], '7': [2104, 11309, 12720]}
AP23677;AP23677;AP23677;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23679;AP23679;AP23679;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23681;AP23681;AP23681;;;638;;;765;;;405;;;859;;;581;;;295;30;;30;;;3573;30;0;3603;{'1': [259, 9607, 14090, 2571, 14093, 2842, 540, 1439, 1581, 3246, 3503, 179, 2227, 14005, 2742, 1852, 3289, 9185, 1515, 8826, 14204, 14847], '2': [1153, 6913, 4227, 8842, 6033, 7318, 4247, 8603, 4510, 2718, 2342, 9638, 9519, 2612, 4535, 8759, 4155, 5053, 2493, 7112, 2891, 1232, 7889, 9302, 8035, 2666, 9068, 1645, 7536, 248, 7293], '3': [10240, 13376, 9956, 7981, 14157, 9903, 911, 12303, 9938, 12529, 13424, 13951, 1174, 11673, 13531, 13183], '4': [1284, 14991, 7572, 1051, 14112, 12578, 7974, 14246, 14759, 5802, 12586, 13618, 13879, 12861, 11838, 6467, 9288, 8140, 8399, 14929, 11474, 8661, 12501, 12761, 12762, 12514, 10096, 6257, 2036, 5110, 11003, 14719], '5': [14082, 6534, 4375, 6263, 14617, 13210, 4635, 14751, 6179, 13989, 175, 12856, 14267, 1980, 4291, 5710, 6222, 12371, 9172, 214, 7901, 11999, 9191, 11498, 11124, 12533, 6391, 5881, 5886], '6': [10018, 515, 197, 5669, 2218, 2346, 7499, 533, 9304, 7033, 666], '7': [1964]}
AP23688;AP23688;AP23688;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': [8815]}
AP23689;AP23689;AP23689;;;;;;;;;30;;;;;;;;;;;;;;;30;0;0;30;{'1': [], '2': [], '3': [3206], '4': [], '5': [], '6': [], '7': []}
AP23690;AP23690;AP23690;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23691;AP23691;AP23691;;;2227;;;2405;;;2265;;;1785;;;2070;60;;1215;180;;;;;11967;240;0;12207;{'1': [9602, 649, 13961, 1931, 14612, 12181, 7831, 10265, 10778, 10140, 10910, 8227, 12452, 7206, 2986, 4267, 10796, 1455, 11441, 2867, 9011, 951, 7481, 1466, 4923, 1596, 9788, 7231, 5441, 1220, 7877, 12363, 1612, 5196, 9804, 3663, 12108, 9304, 6752, 6500, 13926, 5096, 1641, 1514, 235, 5356, 8168, 13672, 8432, 8944, 3316, 1531], '2': [4355, 4869, 9990, 14343, 10889, 4493, 4496, 1170, 403, 9618, 13591, 1308, 2976, 14371, 10616, 11814, 10279, 683, 10029, 6830, 13485, 13743, 14254, 10041, 4539, 705, 7617, 13509, 4040, 11981, 10958, 14544, 3666, 13778, 6612, 13396, 345, 10459, 9055, 14175, 2530, 2531, 13797, 8166, 13041, 14834, 5237, 760, 6265, 13178, 2683, 1406], '3': [3208, 13960, 13968, 3345, 9620, 7319, 802, 6438, 10871, 6185, 2605, 6702, 2095, 14334, 3896, 13240, 4925, 5057, 13634, 3651, 9157, 6600, 841, 11210, 13257, 2892, 8909, 12748, 7119, 4691, 8028, 93, 4574, 8058, 5472, 13276, 2022, 3433, 2411, 10604, 10605, 8943, 1392, 10479, 4084, 11254, 1399, 249, 126, 11003, 1790, 11775], '4': [6534, 13066, 6039, 12315, 12194, 7718, 167, 10796, 560, 5424, 4787, 5688, 6840, 8509, 575, 2886, 10955, 11216, 3035, 10715, 8925, 2143, 6113, 7781, 614, 361, 1385, 4971, 3820, 12525, 5103, 2934, 3448], '5': [5632, 12034, 4740, 1554, 6675, 11027, 12436, 5913, 5915, 5147, 4508, 10487, 14892, 2223, 945, 13373, 578, 1091, 10307, 13511, 330, 4685, 6735, 5457, 10321, 6740, 6101, 6488, 1499, 8155, 10843, 14558, 6757, 746, 13804, 6903], '6': [5760, 7168, 11274, 2447, 5401, 5531, 9248, 1827, 2351, 4784, 5042, 8372, 6844, 7872, 1089, 844, 2128, 3925, 5592, 3673, 8794, 5084, 7261, 5214, 2149, 237], '7': [1019, 1071]}
AP23698;AP23698;AP23698;;;43;;;19;;;8;;;10;;;16;;;6;;;3;;;105;0;0;105;{'1': [768, 2816, 673, 935, 2728, 45, 1071, 5698, 3013, 1095, 6088, 12488, 6093, 2256, 9168, 6098, 3157, 6103, 6108, 2653, 605, 6113, 6118, 873, 9578, 6123, 3440, 762, 764], '2': [5538, 2402, 8195, 12424, 5847, 5548, 5836, 3566, 5039, 8081, 7197, 8725, 5046, 5719, 5821], '3': [12608, 12600, 14626, 8548, 14949, 9944, 8989], '4': [14976, 2209, 1732, 5803, 12242, 13171, 1269, 3704, 10973], '5': [13446, 10408, 1994, 13642, 11153, 14743, 10143, 13529, 10810, 12347, 11103], '6': [2217, 1715, 6356, 1015], '7': [5856, 8772, 518, 9047, 4047, 7159, 2780]}
AP23700;AP23700;AP23700;;;1;;;9;;;;;;5;;;1;;;;;;;;;16;0;0;16;{'1': [1074], '2': [12557, 4015, 9234, 8724, 9019], '3': [], '4': [2476, 13326, 13590], '5': [10394], '6': [], '7': [4748]}
AP23719;AP23719;AP23719;;;2790;;;2265;;;2619;;;2810;;;1965;240;;1095;40;;435;;;13979;280;0;14259;{'1': [2947, 7813, 13959, 9864, 4617, 4745, 523, 12301, 1294, 9616, 8849, 13074, 1427, 8342, 1431, 157, 2335, 2339, 13603, 2085, 8102, 11558, 11815, 7340, 2993, 4017, 3511, 1976, 9015, 10935, 67, 11849, 843, 4943, 2260, 9174, 14300, 5213, 8440, 11360, 9699, 14307, 14314, 3821, 8687, 1904, 4081, 3058, 14321, 8437, 1528, 507, 2429], '2': [4230, 7180, 7820, 4624, 4883, 12819, 3350, 792, 9113, 13083, 796, 540, 6814, 6433, 3106, 2596, 8871, 4136, 8746, 6187, 561, 3506, 7603, 8755, 2614, 9783, 11958, 7484, 13117, 3134, 6591, 6846, 4931, 4039, 712, 7241, 11467, 2766, 4047, 5710, 4179, 8410, 5726, 7521, 103, 9200, 11889, 1906, 14197, 4087, 2682, 891], '3': [898, 2820, 11790, 6805, 8469, 14486, 8984, 3874, 3627, 3500, 558, 1463, 13627, 5951, 10304, 4289, 12865, 6211, 7110, 10623, 6345, 10954, 9419, 12745, 3661, 2003, 13140, 13395, 10454, 13659, 5725, 10718, 14943, 4584, 1388, 6766, 13304, 6137, 8188, 1279], '4': [5505, 1540, 12552, 7562, 9359, 4371, 14227, 14999, 12952, 5402, 12954, 14748, 925, 4129, 9506, 6694, 555, 8364, 8496, 691, 7736, 1980, 14270, 14656, 1857, 1858, 9929, 1098, 14284, 9933, 4686, 10193, 10324, 2133, 12886, 14294, 5337, 10075, 12771, 1515, 2030, 1905, 1522, 5362, 120, 3837], '5': [8193, 13060, 3341, 6802, 14356, 10646, 13081, 2330, 2973, 543, 4385, 14510, 13999, 6326, 14776, 8763, 13628, 11199, 4675, 5700, 8646, 12998, 9032, 4681, 202, 2890, 7884, 13389, 468, 5206, 1370, 5984, 13154, 4965, 14053, 8552, 11624, 12651, 11760, 7153, 7922, 13808, 14836, 1781, 5624, 9722], '6': [5639, 529, 10002, 5404, 5675, 814, 9648, 1457, 5430, 8376, 1721, 3258, 187, 701, 6462, 14275, 2248, 1359, 1378, 1507, 3173, 2799, 8303, 1525], '7': [10882, 5253, 2311, 7815, 6795, 8460, 5902, 4115, 2324, 4500, 3116, 11693, 12336, 1850, 7356, 6718, 7102, 7360, 9921, 12350, 12102, 8775, 1480, 7497, 6730, 7116, 11854, 3411, 2900, 3157, 3418, 4059, 3932, 10333, 10972, 3552, 2145, 2786, 11620, 11506, 6643, 4724, 10869, 12536, 7418]}
AP23721;AP23721;AP23721;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23730;AP23730;AP23730;;;;;;2;;;;;;1;;;;;;1;;;;;;4;0;0;4;{'1': [], '2': [9641, 3086], '3': [], '4': [10719], '5': [], '6': [4217], '7': []}
AP23742;AP23742;AP23742;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23786;AP23786;AP23786;;;90;;;30;;;;;;;;;;;;;;;;;;120;0;0;120;{'1': [14550], '2': [12694], '3': [], '4': [], '5': [], '6': [], '7': []}
AP23787;AP23787;AP23787;;;;;;30;;;;;;30;;;;;;30;;;;;;90;0;0;90;{'1': [], '2': [1715], '3': [], '4': [4767], '5': [], '6': [1152], '7': [7702]}
AP23809;AP23809;AP23809;;;5298;;;3595;;;3556;;;3553;;;6100;716;;2085;1859;;360;86;;24547;2661;0;27208;{'1': [5128, 4109, 4111, 4115, 11797, 7190, 11800, 11804, 5154, 4645, 14373, 3628, 5678, 8239, 9776, 5173, 3644, 9789, 12350, 14417, 3683, 11876, 9836, 6261, 10872, 14462, 10886, 7815, 3730, 6803, 10900, 13463, 5279, 10399, 9384, 5291, 7857, 11453, 4293, 8389, 7880, 3785, 7881, 11466, 10959, 14037, 8924, 13551, 14583, 12026, 11009, 5382, 9991, 7444, 8981, 12058, 4410, 7995, 10554, 3904, 4939, 9044, 9556, 9046, 11606, 12634, 5467, 3934, 12639, 10602, 9073, 6514, 14707, 11636, 14197, 4983, 380, 381, 7562, 7052, 5017, 4506, 5021, 7589, 4519, 11179, 7617, 10182, 10189, 9681, 10195, 6612, 7124, 5081, 5082, 7131, 476, 4063, 480, 479, 7651, 7658, 7665, 5619, 7672], '2': [14849, 2946, 10500, 11780, 13702, 14857, 12938, 11021, 6030, 12560, 14736, 14992, 14487, 12056, 12568, 3355, 13979, 10658, 14374, 10151, 3240, 14760, 12074, 12331, 11442, 12087, 14392, 2873, 4795, 14268, 3389, 3261, 62, 11837, 14911, 10053, 838, 3654, 14664, 14537, 843, 10443, 11597, 13908, 3927, 9943, 13528, 2522, 987, 2525, 14560, 865, 14817, 9700, 999, 3559, 3945, 10730, 1387, 14185, 13807, 12273, 10356, 886, 12151, 14968, 1401, 13310, 10367], '3': [9985, 132, 1796, 11525, 14213, 6664, 5386, 5902, 2447, 1680, 3088, 6931, 7060, 5653, 11542, 11544, 1948, 4252, 10397, 11292, 1440, 4001, 418, 1315, 1827, 6306, 3623, 3752, 41, 554, 3753, 44, 11561, 10670, 12338, 14206, 2612, 14771, 11062, 11065, 3388, 11964, 10431, 11336, 3145, 10444, 10189, 13132, 3407, 5072, 13645, 5716, 2518, 2263, 9560, 2393, 2525, 4447, 5216, 5473, 12258, 4451, 2277, 744, 5225, 9192, 236, 493, 2925, 4462, 3315, 3956, 2293, 7414, 4478, 12031], '4': [4864, 10624, 2440, 7176, 906, 7432, 9103, 5778, 7189, 4633, 4250, 5019, 5020, 7324, 9120, 7982, 10287, 6448, 14383, 7092, 3893, 6197, 6715, 7101, 6462, 4032, 6850, 12994, 9029, 4295, 6986, 587, 7371, 4302, 4815, 10446, 5073, 7253, 6102, 6103, 601, 351, 6243, 5733, 9582, 500, 6900, 13045, 7801, 9851, 8703], '5': [14848, 14347, 3597, 7190, 14883, 8242, 4147, 3636, 571, 7229, 8767, 4674, 12360, 12363, 9293, 1104, 9301, 9304, 4704, 5735, 10344, 3689, 624, 2674, 6781, 1670, 10383, 10415, 5834, 6863, 14551, 1269, 7925, 9464, 1273, 9468, 4861, 13071, 11032, 14110, 1312, 3362, 1315, 7460, 6441, 13106, 6972, 3390, 14659, 2390, 3929, 868, 14693, 4455, 4968, 14703, 8048, 4478, 4993, 14733, 11662, 12692, 2968, 923, 13213, 1951, 9126, 941, 3506, 13750, 6589, 4548, 5574, 7114, 9677, 11222, 2016, 6112, 3558, 1511, 7143, 12779, 498, 5108, 2038, 12799], '6': [1027, 3971, 4359, 520, 10505, 12810, 3979, 908, 6800, 9622, 2199, 2330, 14491, 3101, 4897, 9124, 1705, 13867, 300, 1965, 2479, 1970, 3124, 14390, 1080, 4537, 5698, 7492, 4806, 14923, 1746, 2390, 343, 5335, 12119, 3547, 5854, 1759, 5088, 13921, 6499, 1257, 2537, 3945, 5481, 7404, 11499, 2031, 14702, 5490, 2548, 4725, 6260, 1660], '7': [11265, 8194, 12039, 11274, 12175, 11411, 8980, 12697, 7709, 9890, 10285, 6326, 12599, 11323, 9409, 8522, 11853, 6783, 8659, 7002, 8674, 8427, 6769, 9207, 9593, 9211, 10623]}
AP23811;AP23811;AP23811;;;140;;;;;;492;;;140;;;264;;;290;30;;84;;;1410;30;0;1440;{'1': [7603, 8868], '2': [], '3': [11744, 4037, 3559, 4491, 9388, 3085, 1627, 92, 9117], '4': [5572, 4461], '5': [6217, 5969, 11763, 4535], '6': [3137, 5633, 10877, 11749, 1098, 10829, 12085, 118, 11322, 2941], '7': [3110, 4424, 7819, 1036, 1554, 2995, 1908, 12893]}
